Order_ID,Product_ID,Product_Name,Category,Price,Quantity,Order_Date,Shipping_Cost,Region,Total_Sale
A3649,P1010,Parent,Electronics,276.52,5,2023-11-06,2.99,Florida,1385.59
A3650,P1246,Prove,Books,394.96,1,2024-07-12,5.33,Washington,400.29
A3651,P1373,Sister,Sports,245.1,5,2024-12-30,12.19,Florida,1237.69
A3652,P1136,Ever,Home & Kitchen,175.11,5,2025-01-15,6.05,New York,881.6
A3653,P980,Fish,Electronics,98.2,5,2023-07-24,8.71,Florida,499.71
A3654,P662,Surface,Toys,492.47,2,2025-02-25,3.3,Ohio,988.24
A3655,P1082,Special,Beauty,446.06,1,2024-09-22,5.14,Florida,451.2
A3656,P1271,Remain,Toys,31.67,3,2024-06-07,1.1,Illinois,96.11
A3657,P1039,Listen,Electronics,477.22,2,2023-08-16,7.01,Washington,961.45
A3658,P1390,People,Toys,397.41,2,2024-03-13,10.06,New York,804.88
A3659,P1171,Hair,Clothing,215.22,2,2025-03-03,6.01,Washington,436.45
A3660,P765,Another,Beauty,180.99,4,2023-10-18,11.47,Texas,735.43
A3661,P1032,Effect,Clothing,385.17,2,2024-12-06,6.28,Illinois,776.62
A3662,P733,Science,Home & Kitchen,13.84,5,2024-12-15,13.54,California,82.74
A3663,P749,Month,Toys,452.47,5,2025-01-11,2.65,New York,2265.0
A3664,P709,Guy,Books,18.31,4,2023-10-22,5.37,Washington,78.61
A3665,P1394,Police,Sports,401.34,2,2024-11-03,5.66,New York,808.34
A3666,P1345,Charge,Sports,188.53,4,2024-09-12,5.45,Texas,759.57
A3667,P1232,Despite,Toys,173.6,4,2023-09-11,12.08,Ohio,706.48
A3668,P656,Marriage,Clothing,446.08,1,2024-08-26,12.54,California,458.62
A3669,P723,Institution,Electronics,422.39,4,2024-07-14,12.07,Washington,1701.63
A3670,P931,Hour,Sports,73.42,3,2025-05-04,2.7,Washington,222.96
A3671,P924,Hair,Beauty,417.56,5,2024-06-20,12.34,Illinois,2100.14
A3672,P1143,Improve,Toys,355.09,5,2023-12-30,9.16,Ohio,1784.61
A3673,P1301,It,Home & Kitchen,37.32,3,2024-12-01,10.09,California,122.05
A3674,P1241,Fear,Clothing,113.54,2,2025-03-03,14.31,Illinois,241.39
A3675,P1156,Religious,Books,466.85,4,2025-04-26,7.55,Florida,1874.95
A3676,P1295,Brother,Electronics,482.76,1,2023-08-01,1.24,Washington,484.0
A3677,P819,Father,Home & Kitchen,233.99,3,2024-07-13,4.97,Florida,706.94
A3678,P1097,Task,Books,444.82,3,2025-02-15,9.08,Florida,1343.54
A3679,P721,Third,Toys,421.22,3,2024-02-11,9.41,New York,1273.07
A3680,P1256,Word,Sports,413.35,2,2025-02-25,2.48,Illinois,829.18
A3681,P974,Treat,Home & Kitchen,473.98,4,2024-02-18,3.34,Florida,1899.26
A3682,P547,Room,Sports,451.11,3,2023-11-10,4.83,Ohio,1358.16
A3683,P1176,Piece,Sports,120.8,1,2023-08-18,12.15,California,132.95
A3684,P1417,Experience,Home & Kitchen,191.55,1,2024-03-22,7.29,Washington,198.84
A3685,P777,Stage,Clothing,192.66,3,2025-03-22,9.8,Ohio,587.78
A3686,P838,Dream,Beauty,285.89,4,2023-08-20,4.56,Washington,1148.12
A3687,P705,Head,Electronics,183.65,3,2024-08-28,12.64,Ohio,563.59
A3688,P1278,Hope,Sports,393.8,2,2023-12-14,11.07,California,798.67
A3689,P1117,World,Beauty,292.42,3,2023-12-26,2.6,Illinois,879.86
A3690,P731,Century,Electronics,386.39,1,2023-08-11,6.57,New York,392.96
A3691,P1405,Want,Sports,466.41,3,2024-03-26,5.73,New York,1404.96
A3692,P1486,Debate,Electronics,58.17,1,2025-03-05,6.19,Florida,64.36
A3693,P878,Everybody,Electronics,213.3,2,2023-10-03,4.18,Illinois,430.78
A3694,P711,Now,Home & Kitchen,259.08,4,2025-04-09,5.21,Florida,1041.53
A3695,P664,Return,Clothing,453.03,1,2025-02-11,0.2,Washington,453.23
A3696,P1428,Mr,Clothing,279.64,2,2023-06-20,13.07,Ohio,572.35
A3697,P635,Car,Electronics,451.3,1,2024-12-15,8.84,California,460.14
A3698,P753,Agent,Sports,299.29,1,2023-08-23,3.62,California,302.91
A3699,P1233,Letter,Books,64.24,2,2024-11-21,3.77,California,132.25
A3700,P1050,Audience,Toys,447.66,2,2024-06-20,4.98,Ohio,900.3
A3701,P1283,Choose,Electronics,72.17,5,2023-11-17,14.25,Texas,375.1
A3702,P1272,Discover,Beauty,173.44,4,2023-12-02,4.79,California,698.55
A3703,P1195,Market,Toys,223.82,2,2023-09-30,10.32,New York,457.96
A3704,P1222,Game,Sports,194.46,3,2024-07-20,8.66,Ohio,592.04
A3705,P716,Fish,Sports,260.63,1,2023-09-18,10.93,Florida,271.56
A3706,P744,He,Books,109.44,4,2025-05-09,6.7,Texas,444.46
A3707,P1060,Probably,Sports,339.83,5,2023-07-26,10.21,Ohio,1709.36
A3708,P1457,Some,Books,339.99,5,2025-02-07,5.9,New York,1705.85
A3709,P1418,Example,Home & Kitchen,206.78,1,2023-07-10,6.71,California,213.49
A3710,P542,Science,Beauty,178.23,1,2023-09-19,6.16,California,184.39
A3711,P904,Mention,Toys,225.74,4,2023-07-26,2.87,New York,905.83
A3712,P680,Season,Beauty,307.44,3,2024-11-14,13.44,Ohio,935.76
A3713,P1210,Term,Electronics,481.31,4,2024-11-01,11.76,Illinois,1937.0
A3714,P951,Morning,Electronics,360.98,3,2025-02-26,12.93,New York,1095.87
A3715,P1260,Ball,Sports,226.66,3,2024-12-31,13.79,Texas,693.77
A3716,P911,Finish,Clothing,324.25,2,2024-10-13,5.58,California,654.08
A3717,P889,Entire,Sports,369.29,1,2024-04-13,6.53,New York,375.82
A3718,P1145,Their,Home & Kitchen,250.27,3,2023-06-29,0.18,Texas,750.99
A3719,P597,Matter,Electronics,434.35,1,2024-12-28,12.54,California,446.89
A3720,P833,Tonight,Beauty,332.68,4,2023-06-30,12.29,New York,1343.01
A3721,P635,Board,Books,12.98,3,2024-08-04,13.0,Ohio,51.94
A3722,P758,Because,Clothing,358.27,4,2023-09-14,3.61,Ohio,1436.69
A3723,P861,Piece,Home & Kitchen,234.48,4,2024-01-10,3.17,Florida,941.09
A3724,P1461,Magazine,Home & Kitchen,380.62,4,2024-03-08,0.65,Ohio,1523.13
A3725,P821,Minute,Electronics,367.86,5,2024-09-05,8.46,Illinois,1847.76
A3726,P1473,Gas,Clothing,33.42,1,2023-12-08,14.0,New York,47.42
A3727,P975,Tax,Electronics,77.7,1,2025-02-04,7.95,California,85.65
A3728,P558,Speak,Books,280.68,5,2023-08-12,8.92,Ohio,1412.32
A3729,P694,Body,Home & Kitchen,163.13,3,2023-11-20,2.38,California,491.77
A3730,P1341,Sell,Books,438.05,5,2023-12-10,3.22,Texas,2193.47
A3731,P1255,Treatment,Clothing,259.62,2,2024-03-25,6.46,Florida,525.7
A3732,P1441,How,Sports,331.7,4,2024-12-20,14.97,Florida,1341.77
A3733,P1495,Yet,Home & Kitchen,443.21,5,2024-06-19,13.17,New York,2229.22
A3734,P708,Change,Beauty,382.03,1,2025-05-01,8.22,Florida,390.25
A3735,P576,First,Sports,38.29,4,2024-01-23,2.25,Illinois,155.41
A3736,P1497,Music,Sports,365.92,2,2024-05-11,9.29,Ohio,741.13
A3737,P1122,Animal,Electronics,433.76,2,2024-06-23,14.75,Illinois,882.27
A3738,P949,People,Home & Kitchen,313.49,1,2025-01-10,14.55,Texas,328.04
A3739,P528,Call,Books,137.44,5,2024-06-21,0.75,Ohio,687.95
A3740,P1176,Career,Home & Kitchen,251.47,2,2024-02-26,4.7,California,507.64
A3741,P1417,Page,Clothing,232.89,2,2025-03-08,6.45,Washington,472.23
A3742,P987,Tonight,Electronics,290.24,2,2024-04-05,3.4,Illinois,583.88
A3743,P1134,Air,Sports,32.71,2,2023-10-09,0.77,Illinois,66.19
A3744,P951,Former,Toys,457.6,1,2024-12-05,13.08,Texas,470.68
A3745,P976,Use,Clothing,400.08,5,2023-08-10,6.37,California,2006.77
A3746,P771,Member,Home & Kitchen,58.01,5,2025-02-18,0.28,California,290.33
A3747,P1139,So,Home & Kitchen,244.0,5,2024-10-13,3.5,California,1223.5
A3748,P637,Message,Clothing,351.71,3,2025-04-15,8.88,Illinois,1064.01
A3749,P625,Prove,Home & Kitchen,356.09,2,2024-03-20,0.83,Illinois,713.01
A3750,P754,Pick,Sports,495.42,5,2024-10-18,9.42,Washington,2486.52
A3751,P871,Behavior,Electronics,179.5,2,2023-11-26,6.51,Florida,365.51
A3752,P530,Mention,Sports,262.85,5,2023-10-15,14.88,Texas,1329.13
A3753,P692,Three,Electronics,444.12,1,2024-06-24,14.2,Texas,458.32
A3754,P597,Candidate,Clothing,341.41,5,2023-09-02,2.81,Texas,1709.86
A3755,P1396,Huge,Beauty,283.95,3,2024-09-27,0.96,Texas,852.81
A3756,P1343,Discover,Toys,148.03,5,2023-05-30,6.98,New York,747.13
A3757,P506,Prove,Beauty,292.01,4,2024-08-16,0.01,California,1168.05
A3758,P849,Develop,Home & Kitchen,20.15,5,2025-02-26,4.15,California,104.9
A3759,P1131,None,Books,55.48,4,2024-05-05,6.53,Texas,228.45
A3760,P568,Upon,Sports,159.92,1,2023-10-06,12.94,Texas,172.86
A3761,P972,Page,Clothing,354.29,1,2023-08-03,5.97,New York,360.26
A3762,P512,Respond,Home & Kitchen,162.44,2,2024-05-28,9.14,Florida,334.02
A3763,P993,Nature,Electronics,106.39,3,2025-04-13,1.22,Texas,320.39
A3764,P1019,Really,Sports,90.67,3,2024-03-25,5.64,Illinois,277.65
A3765,P1063,Read,Toys,258.76,2,2024-07-01,8.78,Texas,526.3
A3766,P1355,Degree,Books,24.52,2,2023-08-26,4.67,California,53.71
A3767,P1294,Design,Home & Kitchen,37.07,4,2024-09-13,11.13,California,159.41
A3768,P967,Suffer,Beauty,344.08,2,2024-06-21,8.8,California,696.96
A3769,P1265,War,Home & Kitchen,303.78,4,2024-10-20,4.81,Illinois,1219.93
A3770,P624,Economic,Clothing,449.36,1,2025-04-14,10.35,New York,459.71
A3771,P633,Phone,Sports,423.0,4,2024-10-02,4.48,California,1696.48
A3772,P1463,Question,Clothing,174.94,4,2025-03-18,9.63,Washington,709.39
A3773,P1385,Recently,Home & Kitchen,437.69,4,2025-03-02,12.27,California,1763.03
A3774,P583,Conference,Beauty,465.34,1,2024-11-25,5.62,Texas,470.96
A3775,P1430,Teach,Beauty,361.28,4,2024-07-23,1.76,Florida,1446.88
A3776,P816,That,Electronics,400.87,2,2023-06-18,7.83,Texas,809.57
A3777,P897,Few,Home & Kitchen,436.41,3,2023-10-10,12.59,Florida,1321.82
A3778,P1090,Often,Home & Kitchen,270.57,4,2024-03-08,5.21,Florida,1087.49
A3779,P670,Together,Books,317.31,5,2024-10-16,13.72,Florida,1600.27
A3780,P1221,Meet,Books,42.62,5,2024-09-08,3.28,Ohio,216.38
A3781,P1128,Politics,Clothing,250.97,1,2023-10-05,7.67,Florida,258.64
A3782,P750,Article,Clothing,161.19,2,2024-02-05,10.58,Texas,332.96
A3783,P684,Store,Clothing,232.73,3,2024-05-16,2.63,Texas,700.82
A3784,P1367,Region,Electronics,130.38,3,2024-09-13,1.2,Illinois,392.34
A3785,P961,Determine,Sports,241.4,2,2023-10-15,9.45,Texas,492.25
A3786,P531,Plant,Sports,192.06,5,2023-08-13,10.35,New York,970.65
A3787,P777,Contain,Electronics,262.55,5,2024-11-15,11.09,Ohio,1323.84
A3788,P501,Indeed,Electronics,381.11,1,2025-04-05,9.92,California,391.03
A3789,P1251,Nearly,Home & Kitchen,159.41,3,2023-07-08,12.2,New York,490.43
A3790,P747,Nothing,Beauty,412.06,1,2025-01-26,4.08,California,416.14
A3791,P728,Cup,Toys,257.22,5,2024-10-13,9.48,New York,1295.58
A3792,P634,Fight,Home & Kitchen,268.56,4,2024-12-14,10.47,New York,1084.71
A3793,P1183,Use,Books,309.96,4,2024-08-10,12.42,Washington,1252.26
A3794,P1381,Property,Books,402.21,4,2024-11-10,8.51,Washington,1617.35
A3795,P1492,Despite,Beauty,461.6,3,2024-03-30,10.75,Texas,1395.55
A3796,P693,Outside,Clothing,369.56,5,2023-09-21,3.37,Washington,1851.17
A3797,P693,Whether,Toys,244.78,4,2024-03-03,11.89,Washington,991.01
A3798,P565,Raise,Home & Kitchen,406.33,3,2024-05-21,12.05,Texas,1231.04
A3799,P1024,Size,Electronics,306.88,4,2023-12-17,12.46,Washington,1239.98
A3800,P1205,Drop,Books,311.91,4,2023-11-17,2.55,Illinois,1250.19
A3801,P1160,Forward,Beauty,72.57,3,2025-01-10,2.23,Washington,219.94
A3802,P624,Three,Electronics,294.15,5,2024-07-20,11.59,New York,1482.34
A3803,P791,Technology,Beauty,453.66,5,2024-10-06,4.7,Texas,2273.0
A3804,P829,Begin,Books,372.87,4,2024-03-04,14.36,California,1505.84
A3805,P989,Top,Toys,253.83,1,2024-09-19,5.25,Ohio,259.08
A3806,P1489,Machine,Toys,412.77,4,2024-01-20,13.6,Illinois,1664.68
A3807,P1014,North,Beauty,103.1,2,2024-01-25,8.54,Texas,214.74
A3808,P1413,Military,Beauty,16.62,5,2025-02-13,1.0,Texas,84.1
A3809,P787,New,Electronics,348.39,1,2024-10-04,14.19,Ohio,362.58
A3810,P730,Individual,Beauty,241.9,4,2024-12-11,5.67,Washington,973.27
A3811,P1263,Out,Books,119.98,2,2024-06-10,0.63,Washington,240.59
A3812,P1352,Whose,Sports,48.81,5,2024-09-17,7.86,California,251.91
A3813,P1070,Future,Sports,36.98,2,2024-10-25,6.88,Illinois,80.84
A3814,P669,Fill,Beauty,309.78,3,2024-12-16,10.54,Ohio,939.88
A3815,P1278,Would,Home & Kitchen,415.97,5,2024-10-27,13.14,Texas,2092.99
A3816,P938,Trip,Sports,46.96,1,2023-06-03,1.24,Texas,48.2
A3817,P528,Professional,Sports,492.06,3,2023-11-13,12.05,Washington,1488.23
A3818,P1295,Join,Home & Kitchen,198.31,4,2024-10-14,13.72,California,806.96
A3819,P897,Wind,Sports,95.71,2,2024-09-17,10.98,New York,202.4
A3820,P1301,Population,Clothing,428.75,2,2024-09-24,9.72,Texas,867.22
A3821,P1282,Avoid,Electronics,452.03,2,2024-01-07,2.26,Florida,906.32
A3822,P1392,Carry,Toys,241.56,4,2024-01-11,3.97,Ohio,970.21
A3823,P1495,Wonder,Clothing,461.83,4,2024-03-06,7.71,Illinois,1855.03
A3824,P1398,Possible,Sports,267.05,3,2024-02-13,3.69,Washington,804.84
A3825,P612,Single,Beauty,197.74,4,2025-01-09,0.93,Texas,791.89
A3826,P812,Administration,Beauty,69.6,2,2023-11-07,5.51,Florida,144.71
A3827,P752,Picture,Toys,203.32,3,2023-07-03,14.11,Texas,624.07
A3828,P1382,Lawyer,Sports,82.93,1,2025-04-24,3.95,New York,86.88
A3829,P1421,About,Clothing,223.95,5,2024-03-10,3.66,Illinois,1123.41
A3830,P1409,Represent,Sports,180.24,4,2023-05-19,1.62,Texas,722.58
A3831,P715,Pick,Books,322.57,4,2024-08-02,6.96,California,1297.24
A3832,P1323,Mr,Clothing,99.67,3,2025-03-25,14.47,California,313.48
A3833,P611,Coach,Beauty,453.62,3,2023-10-03,2.78,Florida,1363.64
A3834,P628,Ground,Books,66.38,3,2025-03-05,13.23,Ohio,212.37
A3835,P953,Increase,Electronics,168.35,3,2024-07-23,1.87,Ohio,506.92
A3836,P1406,Two,Sports,250.11,3,2025-04-11,0.44,California,750.77
A3837,P1336,Such,Home & Kitchen,367.48,1,2024-06-28,13.2,Washington,380.68
A3838,P1108,Break,Sports,117.89,1,2023-10-21,9.75,Texas,127.64
A3839,P1338,Themselves,Clothing,29.33,1,2023-11-15,13.95,Ohio,43.28
A3840,P834,International,Clothing,407.63,5,2024-11-01,4.44,Ohio,2042.59
A3841,P1392,Long,Beauty,112.73,2,2023-10-14,9.88,Illinois,235.34
A3842,P1231,During,Books,330.29,1,2024-11-23,3.34,California,333.63
A3843,P1295,When,Sports,332.38,1,2023-10-10,0.59,New York,332.97
A3844,P694,A,Sports,156.11,2,2023-06-12,6.93,Washington,319.15
A3845,P817,Institution,Home & Kitchen,294.34,3,2024-04-24,7.92,Florida,890.94
A3846,P1346,Home,Clothing,56.24,5,2024-12-12,9.4,Illinois,290.6
A3847,P552,Minute,Home & Kitchen,490.03,5,2025-01-20,6.03,Ohio,2456.18
A3848,P712,Who,Home & Kitchen,421.8,1,2024-05-18,0.92,California,422.72
A3849,P1178,Career,Clothing,170.62,2,2025-04-25,13.35,Texas,354.59
A3850,P981,Local,Toys,75.39,3,2024-12-05,3.23,California,229.4
A3851,P521,Land,Toys,473.61,5,2023-07-07,3.25,Florida,2371.3
A3852,P1227,Agreement,Books,349.81,4,2024-05-25,10.52,Illinois,1409.76
A3853,P1167,As,Books,357.23,3,2024-09-14,5.21,Ohio,1076.9
A3854,P949,One,Home & Kitchen,12.14,2,2023-06-27,0.11,Ohio,24.39
A3855,P1177,Point,Books,164.85,5,2024-08-09,12.04,California,836.29
A3856,P1294,Look,Sports,12.84,4,2024-12-27,3.92,Texas,55.28
A3857,P535,Economy,Sports,41.68,2,2024-08-25,7.1,New York,90.46
A3858,P1460,Machine,Books,78.24,3,2024-11-19,4.26,California,238.98
A3859,P1149,Others,Toys,257.67,1,2023-10-09,6.93,Texas,264.6
A3860,P1341,The,Home & Kitchen,432.24,1,2024-09-04,10.93,Florida,443.17
A3861,P1058,Off,Sports,269.17,5,2024-07-06,6.13,Illinois,1351.98
A3862,P592,Quickly,Books,371.69,1,2023-06-25,9.46,Ohio,381.15
A3863,P1318,Memory,Home & Kitchen,409.62,4,2025-01-15,8.25,Washington,1646.73
A3864,P835,Cultural,Home & Kitchen,299.71,4,2024-05-18,13.57,Ohio,1212.41
A3865,P578,Make,Beauty,30.82,2,2024-07-03,9.29,California,70.93
A3866,P714,Pull,Clothing,421.84,4,2023-12-14,10.79,California,1698.15
A3867,P1135,Those,Books,133.94,5,2023-09-15,12.05,Illinois,681.75
A3868,P829,Foot,Clothing,426.37,5,2023-05-15,5.93,Florida,2137.78
A3869,P1431,College,Beauty,135.7,3,2024-06-13,7.44,Ohio,414.54
A3870,P1439,Hotel,Home & Kitchen,264.67,2,2024-06-05,9.06,California,538.4
A3871,P503,No,Beauty,168.6,1,2025-01-22,13.47,Ohio,182.07
A3872,P877,Catch,Clothing,120.41,4,2025-04-01,4.57,Washington,486.21
A3873,P1438,All,Sports,18.72,4,2023-06-04,1.09,Florida,75.97
A3874,P1090,Expect,Electronics,489.3,2,2024-10-15,13.48,Texas,992.08
A3875,P1497,Charge,Toys,429.89,1,2025-03-06,9.68,New York,439.57
A3876,P1248,Responsibility,Home & Kitchen,254.46,1,2025-04-01,10.22,Ohio,264.68
A3877,P774,Weight,Books,493.24,4,2024-07-30,5.93,Florida,1978.89
A3878,P634,Thank,Home & Kitchen,262.76,4,2024-12-19,12.42,New York,1063.46
A3879,P766,Yard,Books,495.06,3,2024-10-26,1.57,Texas,1486.75
A3880,P1101,Issue,Toys,183.88,2,2024-12-15,13.76,Ohio,381.52
A3881,P552,Should,Electronics,343.89,4,2023-06-06,12.49,Washington,1388.05
A3882,P1444,Performance,Home & Kitchen,88.65,4,2023-08-29,10.61,California,365.21
A3883,P1187,Positive,Books,102.4,1,2025-03-08,2.77,Ohio,105.17
A3884,P836,Image,Books,480.66,3,2024-03-31,4.55,Washington,1446.53
A3885,P675,Week,Electronics,118.01,1,2023-06-25,13.12,Texas,131.13
A3886,P1472,Tree,Books,224.26,3,2024-02-22,13.67,Texas,686.45
A3887,P789,Who,Toys,181.36,1,2025-05-13,10.86,Ohio,192.22
A3888,P1420,Model,Electronics,447.32,2,2025-02-08,14.14,Washington,908.78
A3889,P534,Book,Sports,41.5,4,2024-03-19,5.37,California,171.37
A3890,P687,Ability,Home & Kitchen,209.97,1,2025-05-06,9.16,Florida,219.13
A3891,P1347,Process,Sports,57.72,3,2024-09-03,12.39,Ohio,185.55
A3892,P1309,Phone,Home & Kitchen,93.61,2,2025-03-22,10.96,California,198.18
A3893,P1333,Hope,Toys,332.76,2,2024-06-06,1.8,California,667.32
A3894,P1141,Above,Clothing,208.57,4,2023-12-31,7.41,Florida,841.69
A3895,P817,Prepare,Toys,258.04,5,2023-08-11,1.31,Florida,1291.51
A3896,P1285,Interesting,Books,13.08,4,2023-07-18,0.82,Ohio,53.14
A3897,P971,Beautiful,Toys,398.62,5,2024-06-03,8.76,Texas,2001.86
A3898,P951,Hour,Home & Kitchen,375.01,4,2023-07-12,0.36,Illinois,1500.4
A3899,P1035,Affect,Home & Kitchen,334.51,4,2025-05-03,5.73,Ohio,1343.77
A3900,P846,Pass,Sports,89.55,1,2025-01-11,5.57,New York,95.12
A3901,P1123,Week,Books,363.08,5,2025-05-02,11.27,Texas,1826.67
A3902,P885,Lawyer,Books,51.25,5,2023-12-10,3.63,Florida,259.88
A3903,P986,Trial,Books,476.25,3,2023-10-05,11.44,California,1440.19
A3904,P1166,Later,Electronics,57.7,5,2023-05-31,6.93,Ohio,295.43
A3905,P910,Sense,Electronics,57.64,4,2023-07-23,13.09,New York,243.65
A3906,P1478,Cultural,Home & Kitchen,240.37,3,2024-10-19,10.43,Ohio,731.54
A3907,P646,Claim,Sports,84.07,1,2024-05-27,1.87,Washington,85.94
A3908,P528,Speak,Beauty,303.4,1,2024-01-12,13.18,Texas,316.58
A3909,P697,Assume,Home & Kitchen,195.17,2,2024-03-24,5.7,California,396.04
A3910,P1383,Turn,Toys,9.9,1,2024-12-06,5.13,Washington,15.03
A3911,P1167,Administration,Sports,190.98,2,2024-05-21,3.17,Texas,385.13
A3912,P1150,Sing,Beauty,151.33,2,2024-11-29,0.85,Illinois,303.51
A3913,P1421,Yes,Clothing,249.98,5,2024-08-21,1.05,California,1250.95
A3914,P1342,Scene,Beauty,189.2,1,2023-09-04,0.84,Ohio,190.04
A3915,P1143,So,Sports,287.16,5,2025-04-07,7.47,Ohio,1443.27
A3916,P579,None,Books,161.14,4,2023-06-20,12.06,Washington,656.62
A3917,P587,Tough,Sports,271.66,4,2023-11-03,9.6,Florida,1096.24
A3918,P791,Offer,Electronics,82.95,2,2023-06-11,14.09,Washington,179.99
A3919,P1204,Early,Toys,45.65,3,2024-02-13,9.36,California,146.31
A3920,P1029,His,Toys,377.84,4,2024-05-03,0.0,Illinois,1511.36
A3921,P909,Prepare,Beauty,317.73,5,2025-01-02,1.8,Ohio,1590.45
A3922,P1383,Commercial,Electronics,106.55,1,2025-05-05,1.38,New York,107.93
A3923,P1489,On,Clothing,416.8,4,2024-09-07,4.49,Florida,1671.69
A3924,P1208,Find,Home & Kitchen,232.92,3,2024-03-15,2.05,Texas,700.81
A3925,P761,Fact,Electronics,437.44,5,2024-06-12,3.27,Illinois,2190.47
A3926,P932,Fund,Home & Kitchen,246.2,3,2024-01-22,3.71,Texas,742.31
A3927,P769,Eye,Beauty,374.78,3,2024-03-02,10.2,Texas,1134.54
A3928,P570,Could,Clothing,136.8,3,2023-05-31,6.57,California,416.97
A3929,P710,Prevent,Home & Kitchen,335.42,3,2023-09-07,10.54,Florida,1016.8
A3930,P1355,Give,Beauty,205.99,3,2025-04-27,14.91,Washington,632.88
A3931,P981,Inside,Beauty,311.67,5,2023-06-29,6.34,Texas,1564.69
A3932,P1047,Detail,Beauty,297.18,2,2025-01-16,14.98,Illinois,609.34
A3933,P689,Cover,Home & Kitchen,149.91,4,2024-12-14,3.21,California,602.85
A3934,P1169,Network,Home & Kitchen,69.94,1,2025-03-04,2.87,Washington,72.81
A3935,P902,Third,Sports,6.6,3,2023-06-08,6.12,California,25.92
A3936,P935,Ago,Books,162.42,2,2024-03-26,3.79,Texas,328.63
A3937,P1170,Woman,Clothing,364.56,3,2023-10-03,3.86,Florida,1097.54
A3938,P848,Safe,Clothing,370.89,4,2025-03-18,4.3,California,1487.86
A3939,P1335,Save,Home & Kitchen,129.97,3,2024-04-03,0.47,Ohio,390.38
A3940,P1061,Direction,Books,370.38,3,2024-12-18,7.63,California,1118.77
A3941,P527,Girl,Sports,58.22,2,2024-05-16,9.49,Ohio,125.93
A3942,P1468,Tend,Books,174.31,4,2024-02-27,5.87,Ohio,703.11
A3943,P535,Now,Beauty,140.9,4,2024-03-02,5.6,Texas,569.2
A3944,P851,Each,Home & Kitchen,44.64,4,2025-03-06,13.37,Ohio,191.93
A3945,P1100,Read,Books,394.02,4,2024-04-30,13.12,Florida,1589.2
A3946,P517,Natural,Sports,16.62,3,2024-01-30,0.92,Ohio,50.78
A3947,P878,Despite,Books,31.07,5,2025-05-05,1.76,California,157.11
A3948,P1101,Relate,Home & Kitchen,331.88,5,2024-09-23,5.33,Washington,1664.73
A3949,P841,Source,Beauty,227.04,1,2023-09-09,6.88,Illinois,233.92
A3950,P751,Bank,Clothing,185.27,5,2023-09-02,14.6,Ohio,940.95
A3951,P1220,During,Beauty,44.43,4,2023-11-15,11.97,New York,189.69
A3952,P1329,Leg,Toys,225.48,5,2025-03-31,2.18,Illinois,1129.58
A3953,P1102,Ground,Sports,382.66,1,2024-04-07,10.22,Illinois,392.88
A3954,P504,Reflect,Electronics,116.4,1,2025-01-21,14.7,Texas,131.1
A3955,P1017,Sister,Electronics,42.64,2,2025-02-01,6.97,Ohio,92.25
A3956,P1044,There,Electronics,160.31,4,2024-06-18,7.22,California,648.46
A3957,P1089,Past,Toys,65.04,1,2024-10-06,4.6,Texas,69.64
A3958,P1049,Use,Clothing,343.75,2,2024-02-08,3.35,Ohio,690.85
A3959,P700,Develop,Clothing,415.33,4,2024-07-01,14.01,Ohio,1675.33
A3960,P1155,Born,Beauty,319.72,2,2024-11-22,7.23,Washington,646.67
A3961,P1261,Half,Clothing,390.6,3,2024-05-03,10.15,California,1181.95
A3962,P971,Eat,Home & Kitchen,356.3,1,2025-05-08,8.18,Texas,364.48
A3963,P1497,Stop,Sports,63.41,3,2024-11-29,5.49,Washington,195.72
A3964,P988,Meet,Toys,425.05,2,2023-12-29,14.9,Florida,865.0
A3965,P903,Nature,Toys,98.45,2,2023-06-25,5.85,Washington,202.75
A3966,P642,Either,Electronics,453.43,5,2023-08-06,4.88,Florida,2272.03
A3967,P1403,History,Clothing,179.76,5,2024-02-21,4.02,Ohio,902.82
A3968,P793,Mean,Electronics,171.37,5,2024-02-03,8.88,Ohio,865.73
A3969,P1053,Physical,Books,8.07,1,2024-09-10,3.75,Washington,11.82
A3970,P1004,Consumer,Toys,276.12,1,2025-03-10,9.66,California,285.78
A3971,P1126,Animal,Clothing,263.19,5,2024-08-23,3.08,Illinois,1319.03
A3972,P856,Her,Beauty,486.55,1,2024-12-27,0.12,New York,486.67
A3973,P1028,As,Beauty,196.26,4,2024-09-16,14.08,Texas,799.12
A3974,P669,Create,Clothing,37.55,3,2023-08-25,4.8,New York,117.45
A3975,P931,Message,Beauty,100.74,2,2023-06-22,7.73,Ohio,209.21
A3976,P1367,Minute,Books,407.89,5,2024-03-08,10.96,Florida,2050.41
A3977,P926,Recently,Electronics,316.94,1,2024-09-03,4.52,New York,321.46
A3978,P1071,Professor,Clothing,411.27,2,2023-06-30,10.03,New York,832.57
A3979,P906,Clear,Toys,305.73,1,2024-01-13,8.21,Florida,313.94
A3980,P1408,Need,Electronics,472.96,5,2024-11-28,14.7,Illinois,2379.5
A3981,P600,Represent,Toys,476.73,4,2024-11-13,9.64,Florida,1916.56
A3982,P785,Live,Toys,222.42,4,2023-09-10,10.26,New York,899.94
A3983,P917,Board,Clothing,105.51,4,2023-08-23,7.53,California,429.57
A3984,P1352,Economy,Clothing,361.07,3,2023-09-23,13.37,Illinois,1096.58
A3985,P1492,Toward,Electronics,17.52,4,2025-01-05,2.08,Florida,72.16
